Positive	Negative	Text
4	-2	"@ AndreaRock666 you were great at @vidiaclub, thank you! The photo is blurred, you can not sit still with you;) http://t.co/9pemEoHm"
2	-4	"I know, I know he retweeted everyone but I'm jumping like a jerk all over the house ahahahahah! <3 Liam http://t.co/6QFD1xIb"
1	-1	"@xyouremidream I didn't have lunch today, so I was definitely doing something else (?)"
1	-1	"@ SkyTg24 I think so too"
1	-1	"# SupportVale46 9 times sample. But it's not over yet .."
3	-1	"@Asnicar__Brenda Brenda you saved my life. Your voice gives me the strength to continue. Thanks for everything idol, I LOVE YOU <3 14"
2	-1	"@ arethemysmile1D Eh, I'll tell you later :) <3"
3	-1	"I would really like to know what happened to the Parmesan that I bought #Volatilized"
2	-1	"@_andorlini Thanks to you I'm at 700: D thanks ajshdkjas **"
3	-1	"@ ambrogi0 thanks to you too! Late :)"
2	-1	"@lapinadeejay I come home from the aosta valley after a week with friends http://t.co/m381kuTd"
1	-2	"And you feel so unlucky when an egg with zero followers, zero following and zero tweet has the nickname you want with all your heart D:"
1	-1	"#WeWantJamiroquaiInItaly 3 I arrive at 30 and then I stop. but do it all"
1	-1	"@shesmileforyou well come on: D there is xfactor * O *"
3	-1	"@GalliFabio Thanks :) I'll remember."
1	-1	"I have a tiredness on me even if I had made Naples-Pietrasanta on foot. Executioner..."
1	-1	"@ Monica_Z87 to the remote possibility of seeing us?"
3	-1	"@xSkyesarecrying thank you very much, you are a love asdfghjkl c:"
1	-2	"end of morning erection. I can get up and complain because no one has brought me coffee in bed yet."
1	-1	"Quagliarella: Juve Tak Perlu Pikirkan Milan: Salah satu personil Si Kekasih Italy, Fabio Quagliarella, meminta ... http://t.co/rCyvPJwR"
3	-1	"@andreeaorkidea fine honey, what about you? :) did you see what I shared on fb? : Q ___"
2	-1	"@NaliOfficial Giorno..NO, if the AMoroso c makes another performance cme qll d Saturday I NN I can do it * _ *"
1	-1	"@naripolpetta She is writing herself, practically. Although I don't know when I'll finish it. But I'll finish it."
1	-1	"Volunia: the made in Italy search engine - Here he is, he is the all-Italian \ ""puppy \"": Volunia, the… http://t.co/X7g5XqWE"
1	-1	"Scilipoti's nap It was photographed by a colleague as he slept on the sofa in the reading room of ... http://t.co/avF7YGJQ"
2	-3	"Emis Killa the ignorant of all times who does not know that the same magnets always repel each other starts to insult a boy Who laughs xD"
1	-1	"@madeforsykes for tomorrow brings Dante's notebook that checks it, then you know English and German too (:"
1	-2	"#ansa \ ""Rosi Mauro, announcement of resignation tonight from Vespa \"" ... the theme song will be changed: from \ ""Go with the wind \"" to \ ""Hocus Pocus \"""
2	-1	"@messedupbrain they don't take me out because dear thomas has to do his homework"
1	-2	"@daily_blog Renzo Bossi writes to Lega militants after resigning http://t.co/Xq2OOw5s"
2	-2	"@iwillmarryniall @Sheisnameless_ Why only once? Sorry if I tell you .. I don't want to be a student (?). LOL #ITALIANDIRECTIONERSLOVEONED"
2	-2	"@Il_Salvagente Even in 4000 #Parafarmacie And the crimes #pharmaceuticals C without prescription? Meanwhile #federfarma is lobbying on #balduzzi .Man!"
1	-2	"But if I told you that after JC and KATC I want to write a kurtastian, how quickly would you send me to hell?"
2	-1	"Soon on #Primocanale my interview with @giulianopisapia in Genoa to support @DoriaMarco. #Genoa and #Milano, close relationship"
2	-3	"@ lamariposa64 you're right, that's why Italy has shrunk like this and then they take it out on pensions. I'll retire at 65, crap"
3	-1	"@ Jughernaut yes too, but above all let me know xD that is not a trophy, it is a real proposal! Ahahah look at you that subject"
2	-3	"@SantoTomo AHAHAHAHA! From the series kill yourselves, but in the meantime I'm a pussy!"
2	-1	"I have now found out what my Indian name is! You can try it too: ... http://t.co/4Be45pRy"
2	-1	"@marcomartellot ^ _ ^ good game ..... even if ................"
2	-1	"Resurrecting after Easter this is a true #Lega miracle"
3	-1	"I had seen him again just the other night ... but who cares about him tonight too! #three menieunagamba"
1	-3	"The bullshit festival is over. The \ ""goes thought \"" starts and I, cordially, send them all to shit. #legaladrona #bergamo #lega #ladri"
3	-2	"@_AntoELLE thanks! is also true for me think that some eliminate me because I dare to say that they are exaggerated"
1	-1	"@SlowOne_ You could have brought me too, don't you think?"
3	-1	"@ FrancyLeo2 with all those absences we were too good !! #ForzaMilan ..always .."
2	-4	"@MaxBrigante I stopped seeing her, I feel like I'm dying. Max let's fight to the end !!!"
3	-1	"@MircoBergamasco a RT for 1 of the few (according to many the only other) Mirko -although with the K- resident in Paris good luck for the shield;)"
2	-1	"I had already imagined myself on the beach with 1D, and instead there is school tomorrow. Someone bring me back to reality!"
3	-4	"Martina, you are the genie of the lamp. Great idea to stay up late knowing that you have the exam tomorrow. And to depress you, then. #off"
2	-1	"@__AmericanDream precisely, also because we have both already had both, and they weren't that kind of bubbles: /"
1	-3	"@Giulia_DeRossi thinks that I have to go to Milan and stay there all day with this shit time!"
2	-4	"The Italy of values ​​... Lidia Undiemi, sickened by the party's falsehood, resigns. - Tell the truth,… http://t.co/8Se13vmK"
3	-2	"@ilaria_perini lillii i need giuly's special care! it was a difficult Easter."
2	-1	"@elena_casali Does your boyfriend know that today we went back to school ?!"
3	-2	"@fatasoleluna Good morning honey sorry if I didn't answer you but a bit of a mess, cmq now everything is ok thanks always for your wonderful phrases"
1	-1	"RHAPSODY OF FIRE: the times of the date in Trezzo (MI) | http://t.co/onatcKiP: http://t.co/UYo2mA3j"
1	-1	"Lucio Battisti - Not Even A Minute Of \ ""Non Amore \"": http://t.co/BFSM8thv via @youtube"
1	-1	"Why doesn't Penati give up too?"
1	-1	"I'm at Tutti Frutti SM Centerpoint (Quezon City, Metro Manila) http://t.co/d5GRIWlp"
2	-1	"@sorrentino_v Vincenzo, you're right, but I can't read everyone, only if you like give me 1 month to fix things a bit"
1	-1	"Until 5.V.2012 - EPIPEDON - Rome, CO2 Gallery - http://t.co/LOksrMK4 http://t.co/tc8EVj6g"
1	-1	"Good day everyone: D"
1	-3	"my mom thinks you are all / all maniacs / undercover maniacs."
1	-2	"@niallsicecream don't be bad girl with me."
3	-1	"To those who feel different ... better ... superior ... I say: THE WHOLE WORLD IS COUNTRY .. ♥"
3	-2	"@tweetpolitica if #Grillo supports the theories of #Bossi then we really are at the fruit! Bossi is sick .. Grillo is only #fused"
1	-2	"@Mene___ should also tax the horns that husbands put on their wives and vice versa .. but it only applies to politicians .."
1	-2	"#Grillo: \ ""hit those who oppose. After the league will aim the Idv and us \"". Paracula in advance. #codadipaglia?"
1	-1	"jncrejn can you send me the numbers too?"
3	-1	"@vitobrandi now I let you that the day in the office starts with a nice meeting. See you later! Good day!"
1	-3	"How not to share what #Grillo claims on the blog: the dilapidation of public money, a political scandal. http://t.co/Y80RhwBD"
3	-1	"@vivalasimo everything will be fine."
2	-1	"I also wanted to be in the club with them! ahahahahahah: 'D"
1	-2	"the meeting of the 18th is postponed to a date to be defined, it is important that you must attend at least half of the lessons under penalty of exclusion from the group"
2	-1	"“Bellanera�?, an innovative material thanks to which it is possible to create any shape to customize any type of environment."
3	-2	"@ LaMari1534 @ Elisetta07 what have you done in my absence? = P have you been good ?! xD"
1	-1	"@niallspudding all all, even if: 3 Same Mistakes <3"
1	-2	"Sorry for #Grillo who sought visibility and wanted to be legitimized \ ""opposition \"" by the judiciary but the plot is all for #vendola"
1	-1	"to date Autoalcentesimo has provided 1100 euros of fuel bonus for only 33.88 € .... even us in our small ... http://t.co/RMUtIgF2"
1	-1	"18.53 INPS Provides the number of exodus and specifies: they will be circ ... http://t.co/LJtVFjos"
2	-1	"Now #Grillo gives the numbers too! We are a people of saints, poets, navigators and pollsters. Especially pollsters :-)"
2	-1	"me too, I've never cried like that for a movie. (@lovemyidols_x live on http://t.co/sEYlGnS4)"
1	-1	"#OMMHSC Oh my God What a goal #Belhanda scored 😲😲😱😲😱"
1	-1	"#Grillo soon to the mic. by # TG7 - Attack on the majority,"
1	-2	"\ ""# Cricket against everyone \"". Toh, what a news. Haven't I heard a similar headline before? The old man \ ""advancing \"" ..."
1	-3	"But let me understand .. Does anyone still believe the bullshit of #Grillo?"
2	-3	"@RealEmisKilla Do you retweet those who compliment you but those who insult you? Ahahah as they say in Rome ME FAI TAJA '"
2	-2	"If a #Grillo (green ?!) is on the side of the #Lega: targeted because the opposition ... #nocomment"
2	-1	"Between #Guzzanti and #Grillo there is only one difference in medium: from the internet to dear, old TV. But they translate it in the same way: tribune."
1	-1	"@chiarastyles no, the day after Wednesday: 'D"
3	-1	"@ _Rosy90__ Honey the day of the party send him the best wishes also from miaaa anke if I don't know her !!! ^ _ ^"
1	-1	"#moda #lujo #italia #fashionbusiness # Tod´s de luto, fallece Dorino della Valle - http://t.co/6yTlifpj"
2	-4	"Third place?! Far but not impossible !!!! we fight to the end !!!!"
3	-1	"a great rome tonight at the olympic that beats the udinese with the goals of osvaldo totti and marquinho .. and here we are ... http://t.co/p3LZ6eAy"
1	-1	"FOLLOW @Vale_Perezza IF YOU DO, TELL ME AND I SHOUT YOU (even several times) :)"
1	-1	"@EzioGreggio Bravo the captain does not move he must get old with us at the magical Juventus .."
2	-1	"@ silvertongue77 I still burp the fried ricotta from half an hour ago!"
1	-1	"Roma 3 Udinese 1. Catania 1 Lecce 2. Fiorentina 0 Palermo 0. Inter 2 Siena 1. Juve 2 Lazio 1"
2	-1	"@La_Pro eh I too am back in Milan today, after days of intense food down at home (of course) :) And tomorrow we return (...)"
2	-1	"@delpieroale 700 times Thank you very much Captain! <3"
1	-1	"@delpieroale as a milanista 6 a phenomenon both as a player and as a man every time you step onto the pitch is a spectacle for all football"
3	-1	"@jmilanese all good baby!"
2	-3	"@zaynmalik you went surfing, huh !? But didn't your head hurt with all that alcohol? Boh. x x"
1	-3	"#Omnibus the League and the betrayed titillations of the belly. #Grillo can be used ..."
2	-1	"There is little to do. It changes my day to sing out loud in the car in the morning. #good mood"
3	-1	"@ ALBELY_81 hahaha !! But what happened to @CraccoUgo said \ ""the human torch \"" ... ???"
1	-1	"Corriere della Sera: Syria: ceasefire, Cns, demonstrate: BEIRUT - Take to the streets and manifest ... http://t.co/PJMeK3bm"
1	-1	"#Grillo now warns \ ""After the #Lega they will hit us and Di Pietro's # Idv \"" - http://t.co/EWv9yvEc"
2	-1	"#Grillo warns: \ ""After the #Lega they will hit us and Di Pietro's #Idv \"" - It seems to me very much someone who puts his hands on !!!"
2	-1	"Italian startups come on, it's your time! http://t.co/OgDqYMn9"
1	-1	"The Berlingieri Collection makes its public debut at the MACRO in Rome. The Berlingieri talk about it with @MichelaMoro on #Cooltour # RAI5 at 13.32"
4	-1	"@SarinaFidalgo Great Rome and great Josè ... I knew we would win !! Sara bring luck !! hahaha A nice kiss. :)"
1	-2	"When I grow up, I will marry Gary Oldman. Even if he is old he will still be a crazy hunk."
2	-1	"@gylledgerlife Yes xD I felt fulfilled xDDD What does being an Angel do uu"
2	-3	"@ federico_betti @edzerbinati I'm envious ... that little lip mmmmmmh after I shoot myself a blowjob on this photo ..."
1	-1	"@ ani1202 no no they are not all the same. 1 in a million is different :-)) instead of a beard, he has a mustache 😂😂😂"
1	-4	"Fwd: I hate desperate women because desperate women accept everything and, by accepting everything, create next to them ... http://t.co/2oNMJenF"
1	-2	"Well ... As soon as I finish drying the enamel ... Fire red ... * _ * duty awaits me .... * _ *"
1	-1	"@ValentinaPresc blacks all my life"
1	-1	"The federal council of the Lega Nord Sicura initiated the expulsion ... - http://t.co/u5OBrPCT - from @Taptu"
3	-1	"@_ieatcarrots - in america they also came first and will do a summer tour. it is an injustice, they love America more, after all it has everything."
1	-1	"@MariaFisichella how long .."
3	-1	"What a day!! Thanks everyone for the company see you soon;) UP and Favorites !!! (@YouTube http://t.co/4E27NqUa)"
3	-3	"@ sim1rtp see the bad you went well !! I too have welded x marsa !!"
1	-1	"http://t.co/oHfi7NND dip to styles."
3	-1	"Arcobalenia cleared, they are all kissing Antonellissima. # isola9"
1	-1	"Argentina, Lavitola will return to Italy - Corriere.it: http://t.co/gTdBdjQr"
3	-1	"\ ""I love you from here ... At the end of the world ... Back here forever \"""
3	-4	"@zaynmalik now you come to Italy and you have to follow me because I will cry in a while because I want to meet you. I love you stupid ♥♥♥"
3	-1	"help meeeeeee I'm bursting ... and the dough is yet to arrive ... 8-X !!!"
2	-1	"@__blessed also because if your AMORINO S ever comes to Italy, it will certainly go to Milan"
1	-1	"@ArianaSLavina I wanted to write something clever, I tweet you so I can delude myself that you know I exist / just say hi :)"
2	-1	"@ Isola oooh Andrea is now complete! she also has a crest !!"
3	-1	"@ Nes1D of necessity something nice happen later. It's kind of a cosmic law. and then everything will be fine, I'm more than sure."
3	-2	"I've always wondered what kisses might have tasted after we broke up. Who knows what it feels like ... http://t.co/D9BwwVcJ"
1	-1	"I still listen to #Grillo and then #nanna. #Good night to all ;)"
1	-2	"#piazzapulita #Grillo always summarizes very well ... we have a problem of political offer"
1	-3	"There is something absolutely wrong if I am still sick."
1	-2	"POLICY. #Grillo and the 5 Star Movement at the boarding of the League's votes? As for human aridity, Beppe is there, sorry for the candidates"
